Country,Year,Agricultural production index (2014-2016=100),"Balance of payments, current account (million US$)",CPI: Consumer Price Index (2010=100),Economy: Agriculture (% of Gross Value Added),Economy: Industry (% of Gross Value Added),Economy: Services and other activity (% of GVA),Employment in agriculture (% of employed),Employment in industry (% of employed),Employment in services (% employed),"GDP growth rate (annual %, const. 2015 prices)",GDP per capita (current US$),GDP: Gross domestic product (million current US$),International trade: balance (million current US$),International trade: exports (million current US$),International trade: imports (million current US$),Unemployment (% of labour force),Labour force participation rate - Female (per 100 pop.),Labour force participation rate - Male (per 100 pop.),Labour force participation rate - Female/Labour force participation rate - Male Ratio,Education: Government expenditure (% of GDP),"Fertility rate, total (live births per woman)",Health: Current expenditure (% of GDP),Health: Physicians (per 1 000 pop.),Intentional homicide rate (per 100 000 pop.),Population growth rate (average annual %),Refugees and others of concern to UNHCR (000),Seats held by women in national parliaments (%),Under five mortality rate (per 1000 live births),Urban population (% of total population),Urban population growth rate (average annual %),Education: Primary gross enrol. ratio - Female (per 100 pop.),Education: Primary gross enrol. ratio - Male (per 100 pop.),Education: Primary gross enrol. ratio - Female/Education: Primary gross enrol. ratio - Male Ratio,Education: Upper Sec. gross enrol. ratio - Female (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Male (per 100 pop.),Education: Upper Sec. gross enrol. ratio - Female/Education: Upper Sec. gross enrol. ratio - Male Ratio,Education: Lower Sec. gross enrol. ratio - Female (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Male (per 100 pop.),Education: Lower Sec. gross enrol. ratio - Female/Education: Lower Sec. gross enrol. ratio - Male Ratio,International migrant stock (000),International migrant stock (% of total pop.),International migrant stock/International migrant stock Ratio,Life expectancy at birth - Female (years),Life expectancy at birth - Male (years),Life expectancy at birth - Female/Life expectancy at birth - Male Ratio,Population age distribution - 0-14 years (%),Population age distribution - 60+ years (%),Population age distribution - 0-14 years/Population age distribution - 60+ years Ratio,"Energy production, primary (Petajoules)",Energy supply per capita (Gigajoules),Forested area (% of land area),Important sites for terrestrial biodiversity protected (%),Individuals using the Internet (per 100 inhabitants),Net Official Development Assist. disbursed (% of GNI),Net Official Development Assist. received (% of GNI),Research & Development expenditure (% of GDP),Threatened species (number),Tourist/visitor arrivals at national borders (000),CO2 emission estimates - Total (million tons),CO2 emission estimates - Per capita (tons per capita),CO2 emission estimates - Total/CO2 emission estimates - Per capita Ratio,Pop. using safely managed drinking water - Urban (%),Pop. using safely managed drinking water - Rural (%),Pop. using safely managed drinking water - Urban/Pop. using safely managed drinking water - Rural Ratio,Pop. using safely managed sanitation - Urban (%),Pop. using safely managed sanitation - Rural (%),Pop. using safely managed sanitation - Urban/Pop. using safely managed sanitation - Rural Ratio
Monaco,2015.0,,,,,17.6,82.4,,,,4.9,170270.2,6259.0,,,,,,,,1.0,2.5,4.3,7.8,,1.7,0.0,20.8,5.2,100.0,0.6,,,,,,,,,,26.0,68.9,37.73584905660377,88.2,82.8,106.5217391304348,12.3,40.7,30.22113022113022,,,0.0,,93.4,,,,16.0,331.0,,,,100.0,,,100.0,,
Monaco,2020.0,,,,,14.9,85.1,,,,13.0,182537.3,6740.0,,,,,,,,1.2,2.4,4.3,8.9,,1.5,0.0,33.3,4.6,100.0,,147.3,141.8,103.87870239774331,146.2,155.0,94.32258064516128,157.6,156.4,100.76726342710998,26.6,67.8,39.2330383480826,88.3,84.1,104.99405469678953,12.8,43.9,29.15717539863326,,,0.0,,98.6,,,,34.0,159.0,,,,100.0,,,100.0,,
Monaco,2024.0,,,,,12.3,87.7,,,,11.1,240535.0,8772.0,,,,,,,,1.4,2.1,3.7,,,0.8,0.0,45.8,4.5,,,,,,,,,,,,,,,88.6,84.6,104.72813238770686,13.5,43.5,31.03448275862069,,,0.0,,98.4,,,,50.0,327.0,,,,100.0,,,100.0,,
Mongolia,2015.0,110.0,948.0,164.0,15.3,34.3,50.3,28.5,20.3,51.3,1.2,3919.4,11620.0,873.0,4669.0,3797.0,4.9,53.9,66.0,81.66666666666667,4.4,3.0,4.2,3.3,7.2,2.2,0.0,14.9,19.4,68.2,2.1,98.1,97.9,100.20429009193053,90.4,84.0,107.61904761904763,93.3,88.7,105.18602029312288,19.9,0.7,2842.8571428571427,73.8,65.0,113.53846153846155,29.5,6.0,491.6666666666667,655.0,92.0,9.1,40.7,22.5,,2.22,0.2,36.0,386.0,24.0,8.1,296.2962962962963,44.6,7.9,564.5569620253165,66.1,44.5,148.53932584269663
Mongolia,2020.0,167.0,675.0,100.0,14.3,40.9,44.7,25.1,20.4,54.5,4.6,4041.2,13313.0,2278.0,7576.0,5299.0,6.6,53.5,68.6,77.98833819241983,4.7,2.9,4.7,3.8,6.2,1.6,0.0,17.3,15.0,68.5,,95.4,94.9,100.52687038988408,101.9,93.4,109.10064239828694,96.4,93.7,102.88153681963715,21.3,0.7,3042.857142857143,75.2,65.3,115.16079632465545,32.8,7.4,443.24324324324317,1172.0,130.0,9.1,45.2,62.5,,5.83,0.1,43.0,59.0,38.1,11.6,328.448275862069,49.3,11.2,440.17857142857144,70.2,54.1,129.75970425138632
Mongolia,2024.0,156.0,121.0,136.0,14.6,39.5,45.9,26.3,22.1,51.6,5.0,5045.5,17146.0,4022.0,16586.0,12563.0,5.1,53.1,68.0,78.08823529411765,6.5,2.6,6.9,3.9,5.9,1.2,0.0,18.1,11.3,,,95.9,95.2,100.73529411764706,107.0,99.0,108.08080808080808,95.9,93.7,102.34791889007471,,,,76.7,67.5,113.62962962962963,32.2,8.7,370.1149425287357,885.0,144.0,9.1,45.2,83.9,,2.17,0.1,38.0,286.0,43.0,12.9,333.3333333333333,51.3,12.7,403.93700787401576,70.3,56.3,124.86678507992895
Montenegro,2015.0,98.0,443.0,111.0,9.7,17.4,72.9,7.7,17.5,74.8,3.4,6393.2,4053.0,1697.0,353.0,2050.0,17.6,47.7,60.2,79.2358803986711,,1.8,9.0,2.4,2.7,0.6,19.8,17.3,3.9,65.8,0.6,97.1,99.7,97.39217652958875,86.1,88.4,97.39819004524885,93.8,96.6,97.10144927536231,71.7,11.4,628.9473684210526,79.2,73.8,107.31707317073172,18.6,20.6,90.29126213592234,30.0,67.0,61.5,18.8,68.1,,2.41,0.4,85.0,1560.0,2.3,3.7,62.16216216216215,87.2,,,46.3,39.2,118.11224489795917
Montenegro,2020.0,103.0,1237.0,116.0,9.1,20.9,70.0,7.5,18.4,74.1,15.3,7599.9,4781.0,1984.0,410.0,2394.0,17.9,46.5,60.7,76.60626029654037,,1.8,11.4,2.7,2.9,0.6,12.8,29.6,4.2,67.2,,99.3,100.6,98.70775347912524,87.4,87.8,99.54441913439636,95.2,97.4,97.74127310061601,71.0,11.3,628.3185840707964,79.1,72.6,108.95316804407713,18.4,23.1,79.65367965367965,31.0,70.0,61.5,27.0,77.6,,4.22,0.4,113.0,351.0,2.5,4.0,62.5,87.3,,,59.1,41.7,141.72661870503595
Montenegro,2024.0,101.0,842.0,146.0,7.5,16.1,76.4,7.2,18.5,74.3,6.4,9934.6,6230.0,3415.0,688.0,4103.0,13.9,49.3,63.9,77.15179968701095,,1.8,10.6,2.8,2.6,0.3,41.6,27.2,3.4,,,100.7,100.7,100.0,86.4,84.0,102.85714285714288,96.2,97.7,98.4646878198567,,,,80.4,73.9,108.79566982408659,18.1,24.2,74.79338842975207,32.0,73.0,61.5,27.0,88.2,,2.25,,169.0,2036.0,2.5,4.0,62.5,87.3,,,64.1,43.1,148.72389791183295
Montserrat,2015.0,,0.0,108.0,1.4,12.4,86.3,,,,1.2,12133.1,61.0,26.0,3.0,30.0,5.6,,,,5.5,1.5,,,20.1,0.7,0.0,,8.4,9.0,0.5,96.1,101.7,94.49360865290069,84.6,83.5,101.31736526946106,113.6,103.9,109.33589990375361,1.4,27.2,5.147058823529411,77.7,73.2,106.14754098360655,17.7,21.0,84.28571428571429,,146.0,25.0,30.6,54.6,,,,54.0,9.0,0.1,10.5,0.9523809523809524,,,,,,
Montserrat,2020.0,,6.0,107.0,0.9,14.5,84.6,,,,13.6,14855.1,67.0,25.0,6.0,31.0,,,,,5.4,2.0,,,0.0,0.8,,,7.1,9.1,,151.4,129.3,117.09203402938901,96.8,110.5,87.60180995475113,96.7,119.5,80.9205020920502,1.4,27.6,5.0724637681159415,78.3,73.4,106.67574931880108,17.2,23.9,71.96652719665272,0.0,77.0,25.0,30.6,,,,,62.0,4.0,0.0,5.4,0.0,,,,,,
Montserrat,2024.0,,7.0,112.0,0.7,15.2,84.2,,,,2.5,16460.8,72.0,42.0,6.0,48.0,,,,,5.1,1.4,,,,0.7,,,6.2,,,173.8,143.4,121.19944211994422,75.4,115.4,65.33795493934143,130.4,110.4,118.1159420289855,,,,79.0,74.3,106.3257065948856,16.3,26.6,61.278195488721806,0.0,82.0,25.0,30.6,,,,,88.0,2.0,0.0,5.7,0.0,,,,,,
Morocco,2015.0,108.0,2161.0,106.0,13.2,28.6,58.2,36.2,22.4,41.4,4.3,3183.7,110414.0,15793.0,22337.0,38130.0,9.5,24.4,70.6,34.56090651558073,,2.4,5.1,0.9,1.2,1.1,4.4,17.0,23.3,60.8,2.4,104.7,110.7,94.579945799458,52.7,58.0,90.86206896551725,84.5,98.0,86.22448979591837,92.4,0.3,30800.000000000007,74.7,71.2,104.91573033707866,28.1,9.2,305.4347826086957,62.0,23.0,12.7,34.5,57.1,,1.53,0.7,176.0,10177.0,54.5,1.6,3406.25,89.3,35.6,250.8426966292135,33.7,,
Morocco,2020.0,100.0,1368.0,102.0,11.9,29.0,59.2,32.1,23.5,44.4,6.4,3307.7,121354.0,16824.0,27703.0,44526.0,11.7,20.8,68.5,30.364963503649633,,2.3,5.8,0.7,1.2,1.0,11.0,20.5,18.6,63.0,,110.7,114.3,96.85039370078741,63.1,61.7,102.26904376012966,93.9,105.1,89.34348239771647,102.4,0.3,34133.333333333336,75.7,70.9,106.77009873060648,27.0,10.9,247.7064220183486,102.0,24.0,12.9,59.5,84.1,,1.62,,238.0,2778.0,61.8,1.7,3635.2941176470586,90.1,45.7,197.1553610503282,34.4,,
Morocco,2024.0,106.0,4775.0,118.0,11.4,28.2,60.3,30.8,24.0,45.3,3.7,3494.9,130913.0,27558.0,43968.0,71526.0,9.7,20.0,67.9,29.45508100147275,,2.2,5.7,,1.7,0.9,19.5,24.3,16.3,,,112.6,115.6,97.40484429065745,69.1,63.7,108.47723704866561,99.6,110.4,90.21739130434781,,,,77.8,73.3,106.13915416098227,25.6,12.3,208.13008130081298,108.0,26.0,12.9,59.5,90.7,,0.74,,285.0,10869.0,67.1,1.8,3727.7777777777774,90.3,46.7,193.36188436830832,34.4,,
Mozambique,2015.0,95.0,5948.0,126.0,26.5,21.0,52.5,72.1,7.7,20.1,7.4,603.8,16209.0,4677.0,3231.0,7908.0,3.4,78.1,80.1,97.50312109862672,6.0,5.2,6.7,0.1,3.6,2.9,18.8,39.6,83.9,34.4,4.5,109.2,119.8,91.15191986644408,21.9,23.9,91.63179916317992,40.2,43.9,91.57175398633258,321.8,1.2,26816.666666666668,60.7,56.4,107.62411347517731,45.7,4.5,1015.5555555555557,702.0,16.0,48.2,41.2,6.5,,11.62,0.3,268.0,1552.0,6.3,0.2,3149.9999999999995,,,,,14.2,
Mozambique,2020.0,136.0,3775.0,188.0,30.2,24.4,45.4,70.8,8.8,20.4,1.2,456.6,14235.0,2794.0,3720.0,6514.0,4.1,77.6,78.6,98.72773536895674,6.7,5.0,7.6,0.1,,3.0,332.2,41.2,70.5,36.5,,116.6,123.7,94.26030719482618,32.2,32.2,100.0,44.7,49.3,90.66937119675458,338.8,1.1,30800.0,64.2,58.2,110.30927835051547,45.2,4.3,1051.1627906976746,733.0,14.0,46.7,41.2,17.8,,18.6,,426.0,952.0,5.4,0.2,2700.0,,,,,19.2,
Mozambique,2024.0,157.0,2426.0,100.0,29.7,25.3,45.0,70.1,9.1,20.8,4.4,558.3,18407.0,1816.0,8276.0,10092.0,3.7,78.3,79.6,98.36683417085428,6.9,4.7,9.1,0.1,,2.9,917.5,43.2,63.0,,,118.0,124.3,94.93161705551087,27.4,28.1,97.50889679715301,42.7,45.7,93.43544857768052,,,,66.7,60.5,110.24793388429752,44.5,4.1,1085.3658536585367,834.0,15.0,46.4,41.2,21.2,,14.49,,559.0,492.0,6.9,0.2,3450.0,,,,,20.9,
Myanmar,2015.0,101.0,3109.0,129.0,26.8,34.5,38.8,51.7,16.8,31.5,7.0,1214.8,62543.0,5481.0,11432.0,16913.0,0.8,50.8,79.0,64.30379746835443,2.2,2.3,5.5,0.6,2.5,0.8,1466.5,6.2,51.6,29.9,1.5,113.9,112.6,101.15452930728242,40.3,34.5,116.81159420289855,67.8,65.2,103.9877300613497,73.3,0.1,73299.99999999999,68.4,62.4,109.61538461538463,26.5,9.1,291.20879120879124,1098.0,15.0,45.9,20.9,10.9,,1.93,,301.0,4681.0,21.6,0.4,5400.0,70.4,41.4,170.04830917874398,57.1,62.6,91.21405750798722
Myanmar,2020.0,79.0,68.0,168.0,21.8,37.9,40.4,46.5,18.6,35.0,1.4,1496.9,79970.0,1019.0,16950.0,17969.0,1.5,44.7,76.0,58.81578947368421,2.1,2.2,4.6,0.8,2.9,0.7,800.4,11.1,43.0,30.9,,118.5,119.2,99.41275167785236,66.4,53.5,124.11214953271028,87.7,80.2,109.3516209476309,76.4,0.1,76400.0,69.7,63.7,109.41915227629512,25.1,10.3,243.6893203883495,1067.0,16.0,43.7,22.3,48.1,,3.76,0.1,357.0,903.0,32.9,0.6,5483.333333333334,72.1,49.9,144.48897795591182,53.4,64.0,83.4375
Myanmar,2024.0,77.0,,,22.4,38.4,39.2,45.5,18.8,35.7,3.5,1203.6,65212.0,1687.0,14753.0,16440.0,2.9,41.8,70.0,59.71428571428571,,2.1,5.6,,3.9,0.7,2411.0,15.3,41.4,,,,,,,,,,,,,,,70.4,64.0,110.00000000000001,24.3,11.4,213.15789473684214,1110.0,15.0,43.3,22.3,,,2.38,0.0,517.0,233.0,27.7,0.5,5540.0,72.4,50.4,143.65079365079367,52.7,64.3,81.95956454121307
Namibia,2015.0,100.0,1559.0,129.0,7.2,29.9,62.9,24.5,17.0,58.5,4.3,4965.7,11335.0,3069.0,4628.0,7697.0,20.8,56.4,65.4,86.23853211009174,9.5,3.6,10.0,,17.9,2.7,4.4,41.3,45.3,46.9,4.6,124.1,132.0,94.0151515151515,,,,107.2,100.4,106.77290836653385,101.6,4.4,2309.0909090909086,63.1,56.8,111.09154929577466,36.5,5.4,675.9259259259259,21.0,35.0,8.5,86.2,25.7,,1.26,0.3,105.0,1388.0,3.7,1.6,231.25,,,,,,
Namibia,2020.0,96.0,316.0,161.0,9.8,27.5,62.7,22.1,16.3,61.6,8.1,4252.0,10584.0,1170.0,3868.0,5038.0,21.1,54.2,61.5,88.13008130081302,9.3,3.3,8.9,0.4,12.2,3.0,5.5,42.7,40.5,51.0,,130.0,136.3,95.37784299339691,,,,117.2,111.4,105.2064631956912,109.4,4.3,2544.1860465116283,68.0,60.2,112.95681063122922,37.1,5.6,662.5000000000001,29.0,32.0,8.1,86.2,57.9,,1.71,,117.0,170.0,3.5,1.4,250.0,,,,,,
Namibia,2024.0,100.0,1848.0,188.0,9.3,30.4,60.3,21.6,16.6,61.9,4.6,4911.3,12607.0,1751.0,5488.0,7239.0,19.4,56.0,63.7,87.91208791208791,9.5,3.2,9.4,0.5,12.4,2.1,7.2,44.2,36.3,,,130.1,135.9,95.73215599705665,,,,119.7,113.9,105.0921861281826,,,,71.5,63.5,112.5984251968504,37.0,5.9,627.1186440677966,28.0,31.0,8.0,86.2,62.2,,1.52,,172.0,461.0,3.5,1.4,250.0,,,,,,
Nauru,2015.0,100.0,17.0,100.0,2.4,40.7,56.9,,,,36.5,9329.7,104.0,,,,23.0,49.3,78.9,62.484157160963235,6.4,4.1,14.0,1.2,,1.9,0.8,5.3,33.0,100.0,2.3,96.7,99.7,96.99097291875627,91.0,88.7,102.59301014656144,77.6,78.3,99.10600255427842,1.8,17.7,10.16949152542373,64.2,58.2,110.30927835051547,38.2,3.5,1091.4285714285716,0.0,68.0,0.0,0.0,54.0,,26.48,,80.0,,0.1,5.0,2.0,,,,,,
Nauru,2020.0,100.0,8.0,,2.4,36.4,61.2,,,,1.0,11015.1,136.0,,,,,,,,6.8,3.5,12.7,,,0.3,1.2,10.5,28.3,100.0,,81.3,73.1,111.21751025991793,87.3,101.4,86.09467455621301,84.2,74.5,113.02013422818793,2.2,20.3,10.83743842364532,64.0,59.3,107.92580101180438,38.0,4.3,883.7209302325581,0.0,61.0,0.0,0.0,81.7,,15.96,,86.0,,0.1,4.4,2.272727272727273,,,,,,
Nauru,2024.0,100.0,,,2.4,36.5,61.1,,,,1.5,11679.2,148.0,,,,,,,,9.5,3.3,13.1,,,0.7,0.0,10.5,25.3,,,97.0,93.0,104.3010752688172,,,,100.6,91.2,110.30701754385963,,,,64.2,60.4,106.29139072847681,37.8,5.1,741.1764705882354,0.0,63.0,0.0,0.0,82.7,,15.28,,96.0,,0.1,4.6,2.173913043478261,,,,,,
Nepal,2015.0,97.0,2447.0,104.0,29.4,14.6,56.0,64.9,15.6,19.5,4.0,857.2,23667.0,5952.0,660.0,6612.0,10.7,26.2,55.3,47.377938517179025,3.3,2.3,5.5,0.6,2.2,0.7,36.8,29.5,40.3,18.6,3.2,148.1,138.0,107.31884057971016,51.2,50.0,102.4,96.9,90.6,106.95364238410596,509.5,1.9,26815.789473684214,68.6,66.1,103.7821482602118,33.0,8.4,392.85714285714283,416.0,18.0,41.6,51.7,17.6,,4.96,0.3,105.0,539.0,5.6,0.2,2799.9999999999995,33.0,23.8,138.65546218487395,35.4,37.6,94.14893617021276
Nepal,2020.0,120.0,84.0,135.0,25.2,13.7,61.2,62.2,17.1,20.7,2.4,1119.6,32859.0,8890.0,855.0,9745.0,13.1,28.1,53.4,52.621722846441955,4.2,2.1,5.2,0.8,2.1,1.8,20.1,32.7,30.3,20.2,,122.7,119.7,102.50626566416041,74.3,69.7,106.59971305595408,103.8,101.4,102.36686390532543,487.6,1.7,28682.352941176476,70.8,67.5,104.88888888888887,30.1,9.1,330.7692307692308,453.0,21.0,41.6,51.7,37.7,,5.2,,109.0,230.0,12.9,0.4,3225.0,24.8,15.9,155.9748427672956,43.0,49.7,86.51911468812877
Nepal,2024.0,123.0,939.0,162.0,24.7,14.1,61.2,61.4,17.5,21.2,5.6,1290.0,39407.0,10787.0,1294.0,12082.0,10.9,28.8,53.9,53.432282003710576,4.0,2.0,5.4,0.9,,0.2,20.3,33.1,24.8,,,121.1,124.8,97.03525641025641,79.4,77.0,103.11688311688312,103.9,106.4,97.65037593984962,,,,72.1,69.1,104.34153400868307,28.4,9.6,295.83333333333337,476.0,21.0,41.6,51.7,49.6,,4.38,,130.0,615.0,12.6,0.4,3149.9999999999995,23.2,14.2,163.38028169014086,44.6,52.2,85.44061302681992
Netherlands (Kingdom of the),2015.0,101.0,40162.0,109.0,1.9,20.2,77.9,2.3,16.4,81.2,2.0,44907.0,765265.0,52053.0,464697.0,412644.0,6.9,58.8,70.1,83.88017118402283,5.3,1.7,10.3,3.5,0.6,0.5,92.5,37.3,3.8,90.2,1.0,105.6,106.5,99.15492957746478,138.0,129.4,106.64605873261206,97.8,58.9,166.04414261460101,1996.3,11.8,16917.79661016949,83.1,79.7,104.26599749058968,16.6,23.9,69.45606694560671,2016.0,176.0,10.8,76.3,91.7,8.91,,2.1,29.0,15007.0,151.7,8.9,1704.4943820224717,,,,97.5,97.5,100.0
Netherlands (Kingdom of the),2020.0,102.0,46849.0,117.0,1.8,20.0,78.2,2.1,16.0,82.0,3.9,52183.3,909793.0,67264.0,551353.0,484089.0,3.8,59.9,69.3,86.43578643578643,5.2,1.5,11.2,3.8,0.7,0.4,108.0,33.3,4.3,91.9,,104.0,104.6,99.4263862332696,138.6,129.8,106.77966101694913,97.6,72.7,134.2503438789546,2358.3,13.8,17089.130434782608,83.1,79.7,104.26599749058968,15.6,25.8,60.46511627906976,1138.0,166.0,11.0,79.7,91.3,1.46,,2.3,71.0,7265.0,127.1,7.3,1741.0958904109589,,,,97.5,97.5,100.0
Netherlands (Kingdom of the),2024.0,101.0,112952.0,138.0,1.7,21.7,76.6,1.9,14.0,84.1,4.3,57391.6,1008027.0,77673.0,741804.0,664131.0,3.5,61.3,70.6,86.8271954674221,,1.4,11.3,3.9,0.8,0.7,259.4,38.7,3.6,,,104.1,104.7,99.4269340974212,140.3,131.3,106.85453160700686,96.1,70.0,137.28571428571428,,,,83.9,80.7,103.96530359355638,15.0,27.3,54.94505494505494,1097.0,169.0,11.0,79.7,92.5,0.66,,2.3,61.0,16063.0,132.7,7.6,1746.0526315789473,,,,97.5,97.5,100.0
New Caledonia,2015.0,111.0,1119.0,106.0,2.1,24.0,73.9,1.6,25.6,72.8,0.8,30861.1,8735.0,1291.0,1239.0,2529.0,13.6,57.8,67.7,85.37666174298374,,2.1,,,,0.1,,,14.2,69.4,2.1,,,,,,,,,,68.9,25.4,271.2598425196851,80.2,74.4,107.79569892473117,24.2,12.6,192.06349206349208,2.0,217.0,45.9,37.8,74.0,,,,493.0,114.0,4.4,15.4,28.571428571428577,,,,,,
New Caledonia,2020.0,102.0,654.0,110.0,2.2,23.0,74.9,1.9,22.0,76.1,2.4,33011.6,9455.0,642.0,1709.0,2352.0,13.6,53.2,62.0,85.80645161290323,,2.0,,,,0.3,,,12.6,71.1,,,,,,,,,,,73.1,25.6,285.54687499999994,79.5,74.7,106.42570281124497,22.3,14.7,151.70068027210885,2.0,219.0,45.8,42.2,82.0,,,,759.0,31.0,4.5,15.8,28.481012658227844,,,,,,
New Caledonia,2024.0,95.0,,116.0,2.1,22.9,75.0,1.8,22.4,75.8,3.5,33189.6,9623.0,1155.0,1731.0,2885.0,10.8,52.7,61.4,85.83061889250814,,2.0,,,,0.9,,,10.6,,,,,,,,,,,,,,,81.4,76.5,106.40522875816994,21.3,16.4,129.87804878048783,3.0,197.0,45.8,42.2,,,,,1000.0,79.0,4.0,13.9,28.776978417266186,,,,,,
New Zealand,2015.0,101.0,4663.0,108.0,4.9,23.1,72.0,6.1,22.0,71.9,4.2,38789.0,178064.0,2171.0,34357.0,36528.0,5.4,63.4,74.5,85.1006711409396,6.3,2.0,9.3,3.0,1.0,2.1,1.6,31.4,5.1,86.3,1.1,98.5,98.6,99.89858012170386,138.8,123.9,112.02582728006459,101.8,102.3,99.51124144672532,1039.7,22.5,4620.88888888889,83.2,79.9,104.13016270337923,19.9,20.0,99.49999999999999,790.0,210.0,37.4,46.2,85.2,0.37,,1.2,197.0,3039.0,32.3,7.0,461.4285714285714,,,,,,
New Zealand,2020.0,103.0,2401.0,116.0,6.2,21.5,72.3,6.0,20.4,73.6,0.0,41967.1,212401.0,1744.0,38290.0,36546.0,4.6,65.2,75.5,86.35761589403974,5.2,1.6,10.1,3.4,1.0,1.3,2.3,40.8,4.4,86.6,,97.7,97.4,100.30800821355237,144.9,129.0,112.32558139534885,102.7,102.7,100.0,1381.7,28.7,4814.285714285715,84.5,80.8,104.57920792079207,19.0,21.3,89.2018779342723,727.0,185.0,37.6,46.2,95.2,0.34,,1.4,261.0,948.0,31.0,6.1,508.1967213114754,,,,,,
New Zealand,2024.0,100.0,16982.0,137.0,6.2,21.4,72.3,6.0,20.8,73.2,2.9,47412.1,245845.0,8298.0,42170.0,50469.0,4.1,66.8,76.5,87.3202614379085,,1.7,10.0,3.6,1.1,0.8,2.7,45.5,4.7,,,98.1,97.8,100.30674846625767,146.8,132.1,111.12793338380015,102.2,102.6,99.61013645224173,,,,83.9,80.6,104.09429280397025,18.1,23.3,77.6824034334764,705.0,184.0,37.6,46.2,95.7,0.31,,1.5,266.0,1389.0,31.8,6.2,512.9032258064516,,,,,,
Nicaragua,2015.0,97.0,1260.0,137.0,17.8,28.5,53.7,30.9,17.8,51.3,4.8,2025.3,12757.0,1199.0,4667.0,5866.0,4.7,48.3,82.9,58.262967430639314,4.1,2.4,8.0,0.9,8.3,1.4,0.4,39.1,19.4,57.9,1.5,106.0,109.3,96.98078682525161,58.7,47.8,122.80334728033475,78.8,76.6,102.87206266318537,40.3,0.6,6716.666666666667,75.6,70.1,107.8459343794579,32.2,7.0,460.00000000000006,88.0,26.0,32.5,68.7,19.7,,3.73,0.1,141.0,1386.0,5.2,0.8,650.0,67.2,38.6,174.09326424870466,,,
Nicaragua,2020.0,124.0,470.0,169.0,17.4,28.2,54.4,28.5,18.0,53.4,1.8,1876.6,12678.0,1458.0,5087.0,6545.0,6.3,47.5,82.1,57.85627283800244,4.6,2.3,8.7,0.7,7.7,1.2,1.0,47.2,16.2,58.8,,106.1,109.7,96.718322698268,,,,,,,42.2,0.6,7033.333333333334,74.0,67.6,109.46745562130178,30.4,7.7,394.8051948051948,94.0,24.0,28.3,68.7,54.9,,3.92,,161.0,384.0,4.5,0.7,642.8571428571429,67.3,38.5,174.80519480519482,,,
Nicaragua,2024.0,128.0,1381.0,212.0,18.8,29.2,52.0,27.7,18.2,54.1,3.8,2255.4,15672.0,3533.0,7378.0,10912.0,4.6,49.6,82.7,59.97581620314389,4.1,2.2,9.7,,11.0,1.3,1.0,53.8,13.2,,,105.4,108.9,96.7860422405877,,,,,,,,,,77.6,72.5,107.03448275862068,28.8,8.3,346.98795180722885,95.0,25.0,27.5,68.7,61.1,,5.71,,310.0,818.0,5.0,0.7,714.2857142857143,,,,,,
Niger,2015.0,101.0,1486.0,107.0,34.7,24.1,41.2,73.1,7.1,19.8,4.8,480.7,9677.0,1669.0,790.0,2458.0,0.6,62.1,84.7,73.31759149940969,4.5,7.2,5.3,0.0,4.4,3.7,202.2,13.3,127.4,16.2,3.9,68.3,80.7,84.63444857496901,9.0,11.5,78.26086956521739,23.1,32.0,72.1875,253.0,1.3,19461.53846153846,59.7,58.0,102.93103448275862,49.2,4.0,1230.0,100.0,5.0,0.9,23.4,2.5,,8.56,,31.0,135.0,2.1,0.1,2100.0,,,,17.4,4.4,395.4545454545454
Niger,2020.0,128.0,1816.0,102.0,40.5,21.4,38.1,71.4,7.3,21.3,3.6,564.8,13744.0,1782.0,1246.0,3028.0,0.7,61.5,83.7,73.47670250896057,3.5,6.4,6.2,0.0,,3.3,541.9,17.0,120.7,16.5,,65.5,72.9,89.84910836762688,9.5,14.2,66.90140845070422,29.3,38.3,76.50130548302873,348.1,1.4,24864.285714285717,61.0,58.8,103.74149659863947,48.0,4.1,1170.7317073170734,115.0,4.0,0.9,54.7,13.8,,14.67,,37.0,85.0,2.4,0.1,2399.9999999999995,,,,19.8,5.2,380.7692307692308
Niger,2024.0,133.0,2500.0,117.0,39.5,21.8,38.8,70.9,7.4,21.7,11.9,588.2,15415.0,1999.0,519.0,2518.0,0.5,62.3,84.4,73.81516587677724,,5.9,5.8,0.0,,3.3,675.2,30.7,113.7,,,63.1,66.8,94.46107784431138,,,,,,,,,,62.4,60.5,103.14049586776859,46.6,4.2,1109.5238095238094,116.0,4.0,0.8,54.7,16.9,,11.9,,44.0,,2.6,0.1,2600.0,,,,20.6,5.6,367.85714285714295
Nigeria,2015.0,98.0,15439.0,159.0,20.9,20.4,58.8,38.0,12.5,49.6,2.7,2688.0,494583.0,14602.0,48433.0,33831.0,4.1,54.9,64.1,85.64742589703589,,5.5,3.6,0.4,,2.5,1510.2,6.7,126.2,47.8,4.6,80.6,86.8,92.85714285714285,40.8,45.4,89.86784140969164,46.0,49.6,92.74193548387096,1199.1,0.7,171300.0,52.2,51.6,101.16279069767442,44.3,4.7,942.5531914893617,10738.0,33.0,24.6,79.9,22.5,,0.51,,333.0,1255.0,91.2,0.5,18240.0,33.9,16.8,201.78571428571428,30.0,25.2,119.04761904761905
